,acwi_monthly_return,usd_pln,edo_reference_monthly_return,cpi_prev_year_100,avg_gross_wage_pln
1968-11,,,,101.6,0.2106
1968-12,,,,101.6,0.2106
1969-01,,,,101.4,0.2174
1969-02,,,,101.4,0.2174
1969-03,,,,101.4,0.2174
1969-04,,,,101.4,0.2174
1969-05,,,,101.4,0.2174
1969-06,,,,101.4,0.2174
1969-07,,,,101.4,0.2174
1969-08,,,,101.4,0.2174
1969-09,,,,101.4,0.2174
1969-10,,,,101.4,0.2174
1969-11,,,,101.4,0.2174
1969-12,,,,101.4,0.2174
1970-01,,,,101.1,0.2235
1970-02,,,,101.1,0.2235
1970-03,,,,101.1,0.2235
1970-04,,,,101.1,0.2235
1970-05,,,,101.1,0.2235
1970-06,,,,101.1,0.2235
1970-07,,,,101.1,0.2235
1970-08,,,,101.1,0.2235
1970-09,,,,101.1,0.2235
1970-10,,,,101.1,0.2235
1970-11,,,,101.1,0.2235
1970-12,,,,101.1,0.2235
1971-01,,,,99.9,0.2358
1971-02,,,,99.9,0.2358
1971-03,,,,99.9,0.2358
1971-04,,,,99.9,0.2358
1971-05,,,,99.9,0.2358
1971-06,,,,99.9,0.2358
1971-07,,,,99.9,0.2358
1971-08,,,,99.9,0.2358
1971-09,,,,99.9,0.2358
1971-10,,,,99.9,0.2358
1971-11,,,,99.9,0.2358
1971-12,,,,99.9,0.2358
1972-01,,,,100.0,0.2509
1972-02,,,,100.0,0.2509
1972-03,,,,100.0,0.2509
1972-04,,,,100.0,0.2509
1972-05,,,,100.0,0.2509
1972-06,,,,100.0,0.2509
1972-07,,,,100.0,0.2509
1972-08,,,,100.0,0.2509
1972-09,,,,100.0,0.2509
1972-10,,,,100.0,0.2509
1972-11,,,,100.0,0.2509
1972-12,,,,100.0,0.2509
1973-01,,,,102.8,0.2798
1973-02,,,,102.8,0.2798
1973-03,,,,102.8,0.2798
1973-04,,,,102.8,0.2798
1973-05,,,,102.8,0.2798
1973-06,,,,102.8,0.2798
1973-07,,,,102.8,0.2798
1973-08,,,,102.8,0.2798
1973-09,,,,102.8,0.2798
1973-10,,,,102.8,0.2798
1973-11,,,,102.8,0.2798
1973-12,,,,102.8,0.2798
1974-01,,,,107.1,0.3185
1974-02,,,,107.1,0.3185
1974-03,,,,107.1,0.3185
1974-04,,,,107.1,0.3185
1974-05,,,,107.1,0.3185
1974-06,,,,107.1,0.3185
1974-07,,,,107.1,0.3185
1974-08,,,,107.1,0.3185
1974-09,,,,107.1,0.3185
1974-10,,,,107.1,0.3185
1974-11,,,,107.1,0.3185
1974-12,,,,107.1,0.3185
1975-01,,,,103.0,0.3913
1975-02,,,,103.0,0.3913
1975-03,,,,103.0,0.3913
1975-04,,,,103.0,0.3913
1975-05,,,,103.0,0.3913
1975-06,,,,103.0,0.3913
1975-07,,,,103.0,0.3913
1975-08,,,,103.0,0.3913
1975-09,,,,103.0,0.3913
1975-10,,,,103.0,0.3913
1975-11,,,,103.0,0.3913
1975-12,,,,103.0,0.3913
1976-01,,,,104.4,0.4281
1976-02,,,,104.4,0.4281
1976-03,,,,104.4,0.4281
1976-04,,,,104.4,0.4281
1976-05,,,,104.4,0.4281
1976-06,,,,104.4,0.4281
1976-07,,,,104.4,0.4281
1976-08,,,,104.4,0.4281
1976-09,,,,104.4,0.4281
1976-10,,,,104.4,0.4281
1976-11,,,,104.4,0.4281
1976-12,,,,104.4,0.4281
1977-01,,,,104.9,0.4596
1977-02,,,,104.9,0.4596
1977-03,,,,104.9,0.4596
1977-04,,,,104.9,0.4596
1977-05,,,,104.9,0.4596
1977-06,,,,104.9,0.4596
1977-07,,,,104.9,0.4596
1977-08,,,,104.9,0.4596
1977-09,,,,104.9,0.4596
1977-10,,,,104.9,0.4596
1977-11,,,,104.9,0.4596
1977-12,,,,104.9,0.4596
1978-01,,,,108.1,0.4887
1978-02,,,,108.1,0.4887
1978-03,,,,108.1,0.4887
1978-04,,,,108.1,0.4887
1978-05,,,,108.1,0.4887
1978-06,,,,108.1,0.4887
1978-07,,,,108.1,0.4887
1978-08,,,,108.1,0.4887
1978-09,,,,108.1,0.4887
1978-10,,,,108.1,0.4887
1978-11,,,,108.1,0.4887
1978-12,,,,108.1,0.4887
1979-01,,,,107.0,0.5327
1979-02,,,,107.0,0.5327
1979-03,,,,107.0,0.5327
1979-04,,,,107.0,0.5327
1979-05,,,,107.0,0.5327
1979-06,,,,107.0,0.5327
1979-07,,,,107.0,0.5327
1979-08,,,,107.0,0.5327
1979-09,,,,107.0,0.5327
1979-10,,,,107.0,0.5327
1979-11,,,,107.0,0.5327
1979-12,,,,107.0,0.5327
1980-01,,,,109.4,0.604
1980-02,,,,109.4,0.604
1980-03,,,,109.4,0.604
1980-04,,,,109.4,0.604
1980-05,,,,109.4,0.604
1980-06,,,,109.4,0.604
1980-07,,,,109.4,0.604
1980-08,,,,109.4,0.604
1980-09,,,,109.4,0.604
1980-10,,,,109.4,0.604
1980-11,,,,109.4,0.604
1980-12,,,,109.4,0.604
1981-01,,,,121.2,0.7689
1981-02,,,,121.2,0.7689
1981-03,,,,121.2,0.7689
1981-04,,,,121.2,0.7689
1981-05,,,,121.2,0.7689
1981-06,,,,121.2,0.7689
1981-07,,,,121.2,0.7689
1981-08,,,,121.2,0.7689
1981-09,,,,121.2,0.7689
1981-10,,,,121.2,0.7689
1981-11,,,,121.2,0.7689
1981-12,,,,121.2,0.7689
1982-01,,,,200.8,1.1631
1982-02,,,,200.8,1.1631
1982-03,,,,200.8,1.1631
1982-04,,,,200.8,1.1631
1982-05,,,,200.8,1.1631
1982-06,,,,200.8,1.1631
1982-07,,,,200.8,1.1631
1982-08,,,,200.8,1.1631
1982-09,,,,200.8,1.1631
1982-10,,,,200.8,1.1631
1982-11,,,,200.8,1.1631
1982-12,,,,200.8,1.1631
1983-01,,,,122.1,1.4475
1983-02,,,,122.1,1.4475
1983-03,,,,122.1,1.4475
1983-04,,,,122.1,1.4475
1983-05,,,,122.1,1.4475
1983-06,,,,122.1,1.4475
1983-07,,,,122.1,1.4475
1983-08,,,,122.1,1.4475
1983-09,,,,122.1,1.4475
1983-10,,,,122.1,1.4475
1983-11,,,,122.1,1.4475
1983-12,,,,122.1,1.4475
1984-01,,,,115.0,1.6838
1984-02,,,,115.0,1.6838
1984-03,,,,115.0,1.6838
1984-04,,,,115.0,1.6838
1984-05,,,,115.0,1.6838
1984-06,,,,115.0,1.6838
1984-07,,,,115.0,1.6838
1984-08,,,,115.0,1.6838
1984-09,,,,115.0,1.6838
1984-10,,,,115.0,1.6838
1984-11,,,,115.0,1.6838
1984-12,,,,115.0,1.6838
1985-01,,,,115.1,2.0005
1985-02,,,,115.1,2.0005
1985-03,,,,115.1,2.0005
1985-04,,,,115.1,2.0005
1985-05,,,,115.1,2.0005
1985-06,,,,115.1,2.0005
1985-07,,,,115.1,2.0005
1985-08,,,,115.1,2.0005
1985-09,,,,115.1,2.0005
1985-10,,,,115.1,2.0005
1985-11,,,,115.1,2.0005
1985-12,,,,115.1,2.0005
1986-01,,,,117.7,2.4095
1986-02,,,,117.7,2.4095
1986-03,,,,117.7,2.4095
1986-04,,,,117.7,2.4095
1986-05,,,,117.7,2.4095
1986-06,,,,117.7,2.4095
1986-07,,,,117.7,2.4095
1986-08,,,,117.7,2.4095
1986-09,,,,117.7,2.4095
1986-10,,,,117.7,2.4095
1986-11,,,,117.7,2.4095
1986-12,,,,117.7,2.4095
1987-01,,,,125.2,2.9184
1987-02,,,,125.2,2.9184
1987-03,,,,125.2,2.9184
1987-04,,,,125.2,2.9184
1987-05,,,,125.2,2.9184
1987-06,,,,125.2,2.9184
1987-07,,,,125.2,2.9184
1987-08,,,,125.2,2.9184
1987-09,,,,125.2,2.9184
1987-10,,,,125.2,2.9184
1987-11,,,,125.2,2.9184
1987-12,,,,125.2,2.9184
1988-01,0.025329999999999853,,,160.2,5.309
1988-02,0.058078862415027466,,,160.2,5.309
1988-03,0.03110021384853634,,,160.2,5.309
1988-04,0.0129802792726752,,,160.2,5.309
1988-05,-0.019520977107859494,,,160.2,5.309
1988-06,-0.0007920649493259324,,,160.2,5.309
1988-07,0.018745383465148535,,,160.2,5.309
1988-08,-0.05471506255802683,,,160.2,5.309
1988-09,0.04320577698373396,,,160.2,5.309
1988-10,0.06566181876871746,,,160.2,5.309
1988-11,0.03373187826569857,,,160.2,5.309
1988-12,0.009222028683520955,,,160.2,5.309
1989-01,0.036220370833367044,,,351.1,20.6758
1989-02,-0.0059074422876357335,,,351.1,20.6758
1989-03,-0.005504098713622341,,,351.1,20.6758
1989-04,0.02516926468272751,,,351.1,20.6758
1989-05,-0.023583710268244795,,,351.1,20.6758
1989-06,-0.013881679329274976,,,351.1,20.6758
1989-07,0.11301552866861808,,,351.1,20.6758
1989-08,-0.023503951960215264,,,351.1,20.6758
1989-09,0.030277902121507827,,,351.1,20.6758
1989-10,-0.03216592947142749,,,351.1,20.6758
1989-11,0.03935060825280945,,,351.1,20.6758
1989-12,0.032868836208117314,,,351.1,20.6758
1990-01,-0.04591759786110916,,,685.8,102.9637
1990-02,-0.04197683442071676,,,685.8,102.9637
1990-03,-0.06172654316357917,,,685.8,102.9637
1990-04,-0.012549960031974616,,,685.8,102.9637
1990-05,0.10448474054885515,,,685.8,102.9637
1990-06,-0.006713721351246704,,,685.8,102.9637
1990-07,0.010153407958914062,,,685.8,102.9637
1990-08,-0.09400498184766659,,,685.8,102.9637
1990-09,-0.10448447124842775,,,685.8,102.9637
1990-10,0.09202387704940196,,,685.8,102.9637
1990-11,-0.01676148074861905,,,685.8,102.9637
1990-12,0.02157525344424216,,,685.8,102.9637
1991-01,0.03698596404826415,,,170.3,177.0
1991-02,0.09404286980749754,,,170.3,177.0
1991-03,-0.027905395139527167,,,170.3,177.0
1991-04,0.008425126525751558,,,170.3,177.0
1991-05,0.023920231452779328,,,170.3,177.0
1991-06,-0.06097323636049101,,,170.3,177.0
1991-07,0.047638055176013605,,,170.3,177.0
1991-08,-0.0020149472450174954,,,170.3,177.0
1991-09,0.025468962226056213,,,170.3,177.0
1991-10,0.01740481406704175,,,170.3,177.0
1991-11,-0.04303156116955775,,,170.3,177.0
1991-12,0.07426281344216479,,,170.3,177.0
1992-01,-0.014949790880901315,,,143.0,293.5
1992-02,-0.015107188770369318,,,143.0,293.5
1992-03,-0.04451390309812242,,,143.0,293.5
1992-04,0.01340993339339236,,,143.0,293.5
1992-05,0.03832757691018518,,,143.0,293.5
1992-06,-0.03565664079495845,,,143.0,293.5
1992-07,0.0031946556830668715,,,143.0,293.5
1992-08,0.022421947539461584,,,143.0,293.5
1992-09,-0.008520933400498087,,,143.0,293.5
1992-10,-0.02445866071300795,,,143.0,293.5
1992-11,0.016643682882460098,,,143.0,293.5
1992-12,0.009459079200848208,,,143.0,293.5
1993-01,0.0035380392829575946,,,135.3,399.5
1993-02,0.02351801599680936,,,135.3,399.5
1993-03,0.0574649455481715,,,135.3,399.5
1993-04,0.045418950665622626,,,135.3,399.5
1993-05,0.023491643848550625,,,135.3,399.5
1993-06,-0.006488434595964265,,,135.3,399.5
1993-07,0.020737640985007078,,,135.3,399.5
1993-08,0.04741891662421471,,,135.3,399.5
1993-09,-0.016767895501734187,,,135.3,399.5
1993-10,0.029614580572976612,,,135.3,399.5
1993-11,-0.05198348241861328,,,135.3,399.5
1993-12,0.05408584959729712,,,135.3,399.5
1994-01,0.06631753663003659,,,132.2,532.8
1994-02,-0.014454636701787815,,,132.2,532.8
1994-03,-0.044931214395416474,,,132.2,532.8
1994-04,0.027194863255856294,,,132.2,532.8
1994-05,0.005895643774322279,,,132.2,532.8
1994-06,-0.004856646154695166,,,132.2,532.8
1994-07,0.022133488617142705,,,132.2,532.8
1994-08,0.03562011003439869,,,132.2,532.8
1994-09,-0.02348182804092802,,,132.2,532.8
1994-10,0.025629194855919524,,,132.2,532.8
1994-11,-0.04342822468430563,,,132.2,532.8
1994-12,0.003488931665062589,,,132.2,532.8
1995-01,-0.020348552059378133,2.4325,,127.8,702.62
1995-02,0.010680432557518493,2.4194,,127.8,702.62
1995-03,0.04580379551759073,2.402,,127.8,702.62
1995-04,0.036371769906846874,2.3971,,127.8,702.62
1995-05,0.011039960187080089,0.02322,,127.8,702.62
1995-06,0.00022100002511371564,0.02342,,127.8,702.62
1995-07,0.04838329006372444,0.023685,,127.8,702.62
1995-08,-0.021894488777338128,0.02472,,127.8,702.62
1995-09,0.027511838709519232,0.0243299999999999,,127.8,702.62
1995-10,-0.016714246905695673,0.024525,,127.8,702.62
1995-11,0.031456905493568055,0.0250999999999999,,127.8,702.62
1995-12,0.03011221593579072,0.02468,,127.8,702.62
1996-01,0.022229622465923304,2.552,,119.9,873.0
1996-02,0.004163598634446819,2.5615,,119.9,873.0
1996-03,0.015394324009634808,2.5875,,119.9,873.0
1996-04,0.024417678416680966,2.658,,119.9,873.0
1996-05,0.0010339185084224933,2.691,,119.9,873.0
1996-06,0.005484351459434933,2.72,,119.9,873.0
1996-07,-0.0373491009728848,2.7005,,119.9,873.0
1996-08,0.012333049662902384,2.742,,119.9,873.0
1996-09,0.03692733877501264,2.811,,119.9,873.0
1996-10,0.0039989246589151595,2.8105,,119.9,873.0
1996-11,0.05346085617699248,2.8485,,119.9,873.0
1996-12,-0.014484062368444128,2.8755,,119.9,873.0
1997-01,0.016776346278617016,2.9995,,114.9,1061.93
1997-02,0.013634021640045901,3.058,,114.9,1061.93
1997-03,-0.020003910068426167,3.076,,114.9,1061.93
1997-04,0.03211854736388542,3.1595,,114.9,1061.93
1997-05,0.059667393422090154,3.198,,114.9,1061.93
1997-06,0.05117120666571795,3.286,,114.9,1061.93
1997-07,0.04521666099824406,3.463,,114.9,1061.93
